date,massif,orientation,secteur,lat_depart,lon_depart,pente,activite
22 fevrier 2019 ,Devoluy,E,Devoluy ,44.7356,05.8852,35° sur 100m,RAS
22 fevrier 2019 ,Devoluy,W,Trièves Dévoluy ,44.73834,5.77838,40° sur 350m (45° maxi),RAS
22 fevrier 2019 ,Taillefer - Matheysine,NW,Matheysine et périphériques ,45.0323,05.8576,25° sur 200m,RAS
22 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,T,Val Gesso et Vermenagna (Alpi Marittime) ,44.16592,7.551426,40,rien vu
22 fevrier 2019 ,Mont Blanc,NW,Vallée de l'Arve ,45.79597,6.71743,42°max,une énorme avalanche sur le plat l'accumulation est impressionnante. Sinon rien a signaler dans les pentes N.
22 fevrier 2019 ,Belledonne,T,Grésivaudan ,45.1870,5.8994,35°,RAS ce jour et juste la classique coulée rive droite de la Jas du Four...
22 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.39988,5.79938,Passages à 35°,RAS
22 fevrier 2019 ,Belledonne,E,Oisans ,45.17793,6.03655,30°,RAS
22 fevrier 2019 ,Chablais - Faucigny,NW,Chablais ,46.3147,06.6909,38°/250 max:45°,ras
22 fevrier 2019 ,Belledonne,T,Grésivaudan ,45.24319,5.979609,40°/100m,"RAS ce jour, quelques ""vieilles"" coulées en versants chauds"
22 fevrier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
22 fevrier 2019 ,Vosges,T,,48.03424,7.045723,30 à 50°,"ras des coulées de neige lourde c'est la saison des coulées ,ne pas s'attarder !le bruit des arbres arrachés c'est flippant"
22 fevrier 2019 ,Bornes - Aravis,N,Borne-Fier ,45.9231,06.4836,35°/150m,RAS
22 fevrier 2019 ,Vercors,T,Trièves Dévoluy ,44.8924,05.5480,35-40° sur 250m,"RAS, la combe de Farnaud passe impeccable aucune coulée récente, tout est skiable"
22 fevrier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8723,06.4645,45-50°,"RAS, beaucoup d'activité ancienne."
22 fevrier 2019 ,Taillefer - Matheysine,E,Oisans ,45.0306,5.97371,"32°/1200m, 3 ressauts supérieurs à 40°",Enormes dépôts dans les deux combes (L'Ise et Noire). Rien n'a bougé aujourd'hui mais ça chauffe bien sur les pentes intermédiaires.
22 fevrier 2019 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,Passages > 30°,rien
22 fevrier 2019 ,Ecrins,E,Embrunais ,44.5758,06.3618,35° max,RAS
22 fevrier 2019 ,Tessin E - Adula - Grisons,N,,46.079,9.0467,32° sur 150 m,néant
22 fevrier 2019 ,Ecrins,N,Champsaur ,44.6628,06.3179,35°,ras sur le parcours
22 fevrier 2019 ,Bornes - Aravis,S,Vallée de l'Arve ,45.9578,06.6100,35° sur 100m,RAS
21 fevrier 2019 ,Dolomites,N,,,,<35°,RAS
21 fevrier 2019 ,Belledonne,N,Maurienne ,45.28305,6.21008,30/35°,RAS
21 fevrier 2019 ,Beaufortain,T,Beaufortain ,45.7577,06.6128,35° maxi,ras
21 fevrier 2019 ,Taillefer - Matheysine,W,Matheysine et périphériques ,45.0037,05.7983,35°/500,Rien à signaler
21 fevrier 2019 ,Bornes - Aravis,E,Faucigny ,46.0455,06.4436,large et tranquille,RAS
21 fevrier 2019 ,Chartreuse,E,Chartreuse ,45.33112,5.84682,Faible,ras
21 fevrier 2019 ,Vanoise,W,Tarentaise ,45.3811,06.7352,41° sur 300 mètres,RAS
21 fevrier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,30°,ras
21 fevrier 2019 ,Belledonne,T,Grésivaudan ,45.29704,6.07915,passages à 40°,Ras quelque coulées en sud
21 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,SW,Vésubie ,44.11325,7.289471,Passages à 35°,RAS
21 fevrier 2019 ,Belledonne,N,Maurienne ,45.31620,6.25053,"43°/300m, 38.5°/500m",ras
21 fevrier 2019 ,Vosges,NE,,48.02492,6.95976,35/40°,"ras , ce jeudi , c'était plutôt ski sur glace que sur neige !"
21 fevrier 2019 ,Chablais - Faucigny,SE,Chablais ,46.24794,6.75491,25 max,ras
21 fevrier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8028,06.3850,40°/200m  dont 50m à plus de 45° si l'on prend directement,RAS
21 fevrier 2019 ,Belledonne,T,Grésivaudan ,45.1870,5.8994,40 (passage 45),"Anciennes coulées, rien de récent"
21 fevrier 2019 ,Belledonne,N,Grésivaudan ,45.1870,5.8994,"40°/150 m et plus raide sur 20m à l'entrée, 35°/200m ",RAS en respectant les horaires
21 fevrier 2019 ,Queyras - Alpes Cozie N,T,Queyras ,44.79438,6.72378,33° sur 450m et 37° sur 200m,RAS
21 fevrier 2019 ,Chartreuse,SW,Grésivaudan ,45.29762,5.84279,40-45° sur 150 m,ras
21 fevrier 2019 ,Devoluy,E,Devoluy ,44.7356,05.8852,35° sur 100m,RAS
21 fevrier 2019 ,Bauges,T,Bauges ,45.6648,06.1912,35° et court à 40°,Des coulées des jours précédents au peu partout mais rien vu ce jour
21 fevrier 2019 ,Cerces - Thabor - Mont Cenis,N,"Haute Durance, Briançonnais ",45.0181,06.4663,45° sur 150 m,ras
21 fevrier 2019 ,Ecrins,N,Embrunais ,44.6153,06.3335,35° sur 100 m,RAS
21 fevrier 2019 ,Cerces - Thabor - Mont Cenis,SE,"Haute Durance, Briançonnais ",45.0181,06.4663,40°/100m,Rien vu. Tout à l'air bien stable
21 fevrier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8133,06.2615,"40-45°/600m, courts passages à 50°","ras, plus beaucoup de neige."
21 fevrier 2019 ,Ecrins,E,Champsaur ,44.6628,06.3179,100m à 40°,RAS
21 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,S,Bas Valais - Chablais Vaudois ,46.1109,7.0064,40-45/700 m un peu plus sous le sommet,RAS déjà bien purgé
21 fevrier 2019 ,Beaufortain,SE,Vallée de l'Arve ,45.8139,06.7199,200m à 35°,des coulées dans les faces orientées S.
21 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.52468,6.796900,passages à 30°,ras
20 fevrier 2019 ,Dolomites de Fanes-Senes-Braes,E,,46.61322,12.022, < 35°,RAS
20 fevrier 2019 ,Grandes Rousses - Arves,SE,"Haute Durance, Briançonnais ",45.0423,06.4177,40° (passages 45°) dans le couloir termi,Rien vu sur le parcours
20 fevrier 2019 ,Cerces - Thabor - Mont Cenis,W,Maurienne ,45.1704,06.6515,35° Maxi ,RAS
20 fevrier 2019 ,Beaufortain,T,Beaufortain ,45.7731,06.6382,"30°, 300m","RAS le jour même, quelques grosses coulées printanières en versant sud des jours précédents"
20 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.5930,06.8424,37/200 m bas du vallon de Teste,ras
20 fevrier 2019 ,Ecrins,W,Champsaur ,44.7379,06.2479,50°/180 m - 40°-45° /300,"RAS, chutes de pierre venant de la pointe des Rougnous dès 11h"
20 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,SE,,44.42186,6.898469,>30° sur 100m sous le sommet,RAS
20 fevrier 2019 ,Lauzière - Cheval Noir,N,Tarentaise ,45.4680,06.4551,25°,RAS mais face sud à éviter après 12h (du vrai ski de printemps !)
20 fevrier 2019 ,Ecrins,T,Champsaur ,44.7471,06.1226,45,"RAS ce jour, un peu plus frais que les précédents"
20 fevrier 2019 ,Massif Central,T,,45.58779,2.869094,30° à 40°,néant
20 fevrier 2019 ,Grandes Rousses - Arves,E,,,,25 à 35 degrés sur 300m,"RAS, juste quelques purges sur le versant sud du vallon."
20 fevrier 2019 ,Bornes - Aravis,N,Borne-Fier ,45.9231,06.4836,35°/150m,RAS
20 fevrier 2019 ,Devoluy,E,Devoluy ,44.7203,05.8807,faible,RAS
20 fevrier 2019 ,Bornes - Aravis,T,Borne-Fier ,45.9763,06.4559,40° sur 50 m sous le col de Sosay,restes d'avalanches sur aiguille verte et  restes coulée en descendant du rasoir
20 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,N,Vallée de l'Arve ,46.0227,06.9168,40,RAS
20 fevrier 2019 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",44.95554,6.67754,20° maxi,RAS
20 fevrier 2019 ,Ecrins,SW,Embrunais ,44.6153,06.3335,30° sur 200m,"RAS, manteau printanier sur tout le versant Chargès. Pour la fin de l'arête NW (au-dessus du col de la Montagne Haute), on trouve de tout : dure, soufflée, etc.."
20 fevrier 2019 ,Queyras - Alpes Cozie N,N,Queyras ,44.7334,6.8353,30° maxi,aucune
20 fevrier 2019 ,Taillefer - Matheysine,T,Matheysine et périphériques ,45.0323,05.8576,35°,Anciennes coulées dans les Rochères et les combes orientées Est. Rien vu sinon.
20 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.35508,5.78776,Passages 35°,"RAS ce jour, mais beaux restes de coulées ici ou là en versants chauds (en forêt sous la pente Sud(-Ouest) du Petit Som)."
20 fevrier 2019 ,Ecrins,N,Champsaur ,44.6227,06.2279,40° sur 100m,RAS
20 fevrier 2019 ,Bornes - Aravis,N,Borne-Fier ,45.8034,06.2649,45°/200m (passages étroits plus raides),RAS
20 fevrier 2019 ,Belledonne,NW,Grésivaudan ,45.14037,5.88762,40-45°/400m +35-40°/400m + passages > 45°,ras
19 fevrier 2019 ,Dolomites de Fanes-Senes-Braes,T,,46.61322,12.022,35,RAS
19 fevrier 2019 ,Ecrins,NE,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,Passages à 30°,RAS La transfo ne devient à poil long que dans les pentes supérieures à 30/35 degrés.
19 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,SW,,44.42186,6.898469,35° maxi,RAS
19 fevrier 2019 ,Beaufortain,N,Beaufortain ,45.7577,06.6128,30°,RAS
19 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,W,Ubaye ,44.5930,06.8424,35°,ras
19 fevrier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,RAS
19 fevrier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.5899,06.4317,30° maxi (hors forêt),une purge récente S sur la crête avant la dent du corbeau. Sinon rien !
19 fevrier 2019 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,RAS
19 fevrier 2019 ,Belledonne,T,Grésivaudan ,45.3936,6.1279,35° max,ras
19 fevrier 2019 ,Vercors,E,Trièves Dévoluy ,44.9435,05.5445,"40° sur 200m, sortie 45°",RAS
19 fevrier 2019 ,Belledonne,N,Grésivaudan ,45.28252,6.074538,30°,RAS
19 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.2890,5.7664,35° max,RAS (sur les pistes !)
19 fevrier 2019 ,Bauges,NW,Bauges ,45.6107,06.1096,30°,Rien vu
19 fevrier 2019 ,Belledonne,SW,Grésivaudan ,45.28252,6.074538,30°,RAS
19 fevrier 2019 ,Grandes Rousses - Arves,SE,Oisans ,45.1683,06.0948,42° sur 200m,RAS
19 fevrier 2019 ,Vercors,E,Trièves Dévoluy ,44.8924,05.5480,200m à 35/40°,"Ras aujourd'hui, mais c'est parti jusqu'à l'herbe à la sortie des bois, côté droit"
19 fevrier 2019 ,Ecrins,E,Champsaur ,44.6628,06.3179,30° maxi,RAS
19 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,N,Faucigny ,46.10695,6.74479,35° max,RAS ce jour
19 fevrier 2019 ,Mont Blanc,N,Vallée de l'Arve ,45.8899,6.7889,40-45 sur 500m,RAS
19 fevrier 2019 ,Cerces - Thabor - Mont Cenis,NW,"Haute Durance, Briançonnais ",45.0025,6.66083,27,RAS
19 fevrier 2019 ,Beaufortain,N,Vallée de l'Arve ,45.7921,06.7157,40°court 35°soutenue,RAS
19 fevrier 2019 ,Massif Central,T,,45.49138,2.84152,35°,néant
19 fevrier 2019 ,Ecrins,NE,"Haute Durance, Briançonnais ",45.0108,6.4660,"40° sur 100m, 37° sur 300m","Rien vu, tout à l'air bien stable"
19 fevrier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.7588,6.5291,35° maxi,RAS
19 fevrier 2019 ,Mont Blanc,NW,Vallée de l'Arve ,45.79597,6.71743,40°/150 35°/250,ras
19 fevrier 2019 ,Bauges,NE,Bauges ,45.7137,06.2753,45° à 48 ° sur 120m,RAS
18 fevrier 2019 ,Dolomites de Fanes-Senes-Braes,NE,,46.61322,12.022,35°/150m,RAS
18 fevrier 2019 ,Dolomites de Fanes-Senes-Braes,S,,46.65355,12.05973,<35°,RAS
18 fevrier 2019 ,Queyras - Alpes Cozie N,NE,Queyras ,44.69759,6.85885,30° maxi,ras
18 fevrier 2019 ,Ecrins,NE,Embrunais ,44.60694,6.33833,faible,RAS
18 fevrier 2019 ,Belledonne,T,Oisans ,45.13065,6.01986,40° sur 100m,"RAS, bien stable sur tout l'itinéraire, à peine quelques vagues petites coulées en versant chauds."
18 fevrier 2019 ,Devoluy,SE,Devoluy ,44.6983,05.8762,38° sur 150m,"Rien vu, beaucoup de vent mais peu de neige transportable."
18 fevrier 2019 ,Bornes - Aravis,NW,Faucigny ,46.0296,06.5727,>35°/350 passages étroits dans la forêt,Ras neige excellente poudre en haut un peu regèle en bas
18 fevrier 2019 ,Bornes - Aravis,N,Faucigny ,46.0237,06.4790,150 m à 40/45°,Néant
18 fevrier 2019 ,Belledonne,N,Grésivaudan ,45.24319,5.979609,45° sur 250m environ,ras
18 fevrier 2019 ,Vercors,W,Vercors ,45.0715,05.5788,40-45°/200m,RAS
18 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,T,Vallée de l'Arve ,46.0227,06.9168,30°,RAS ce jour
18 fevrier 2019 ,Grandes Rousses - Arves,E,Maurienne ,45.2060,6.2572,30° max,RAS faire attention peu de regele et neige parfois pourrie sur les faces les plus exposées au soleil.
18 fevrier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,rien vu
18 fevrier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.9489,06.5114,50° maxi/400m,néant
18 fevrier 2019 ,Belledonne,T,Maurienne ,45.30933,6.24865,30° sur 300m,"RAS sur itinéraire, les faces sud chauffent"
18 fevrier 2019 ,Préalpes de provence,NW,,44.51854,5.93674,faible,"ras, tout est bien accroché par le gel!!!"
18 fevrier 2019 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,35° maxi,aucune
18 fevrier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,25°,rien à signaler sur le parcours
18 fevrier 2019 ,Queyras - Alpes Cozie N,N,Queyras ,44.65054,6.79287,35° maxi,"RAS le jour même, quelques coulées de neige humide parties les jours précédents"
17 fevrier 2019 ,Devoluy,W,Buech ,44.6758,05.7570,40° sur 200m (passages à 45°),aucune.
17 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,E,Vésubie ,44.09194,7.35611,40° soutenu avec des ressauts a 45 sur 200 m,néant
17 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,NW,Vallée de l'Arve ,45.9059,06.7908,Passages à 40°,RAS
17 fevrier 2019 ,Ecrins,SE,Embrunais ,44.6153,06.3335,40°/100 m,RAS
17 fevrier 2019 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,Passages > 30°,nulle
17 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,NW,Bas Valais - Chablais Vaudois ,46.192,6.903,"40°/600m, court passage à 45°",Rien observé de particulier
17 fevrier 2019 ,Massif Central,N,,,,30° maxi,RAS!
17 fevrier 2019 ,Bauges,W,Bauges ,45.73372,6.16853,<40°,RAS
17 fevrier 2019 ,Mont-Perdu - Gavarnie - Bigorre,SE,,42.85099,0.27706,moyenne<25°,RAS
17 fevrier 2019 ,Taillefer - Matheysine,S,Matheysine et périphériques ,44.9834,05.8942,"45-50°, quelques passages plus raides",RAS
17 fevrier 2019 ,Vorarlberg Allgau,S,,47.32563,10.51855,"30-35 sur 600m, passages 40°",RAS
17 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,30 à 35° sur 100m,RAS
17 fevrier 2019 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",44.9400,06.5887,Faible,RAS
17 fevrier 2019 ,Alpes Vaudoises,NE,Bas Valais - Chablais Vaudois ,46.2553,7.0903,35°/100m. sous le col,RAS
17 fevrier 2019 ,Mont Blanc,W,Vallée de l'Arve ,45.79597,6.71743,35° sur 800m sous le Tondu et gros 35°/700m au Nant Blanc,RAS
17 fevrier 2019 ,Vanoise,NW,Tarentaise ,45.3746,06.7178,30,Rien de récent sauf plus bas grosse coulée en S : la piste de fond était interdite
17 fevrier 2019 ,Taillefer - Matheysine,W,Matheysine et périphériques ,44.9728,05.8252,Faible,ras
17 fevrier 2019 ,Mont-Perdu - Gavarnie - Bigorre,SE,,42.91698,0.209469,"45°/50m, 40°/200m, 30-35/200m",ras
17 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.33112,5.84682,35° (courts passages 40°),"but sur la traversée vers le trou du Glaz car plaqué avec suspicion de couche fragile peu enfouie. Et comme c'est un peu trop exposé, nous avons rebroussé chemin. Quelques plaques de fond parties en orientation E sous Chamechaude samedi matin, orientation W sous les crêtes des Lances de Malissard dimanche après-midi."
17 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11325,7.289471,30° sur 100m,rien
17 fevrier 2019 ,Grandes Rousses - Arves,S,Oisans ,45.0583,06.3162,30° en haut,ras
17 fevrier 2019 ,Taillefer - Matheysine,T,Matheysine et périphériques ,45.0323,05.8576,35°,RAS
17 fevrier 2019 ,Ecrins,NE,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,Passages à 30°,RAS
17 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,SE,Vésubie ,44.11996,7.27398,35° maxi,"RAS, bonne stabilité du manteau neigeux avec des températures dignes d'un mois d'avril !"
17 fevrier 2019 ,Bornes - Aravis,NE,Vallée de l'Arve ,45.9578,06.6100,30°,des grosse coulées dans les falaises orientée sud.
17 fevrier 2019 ,Belledonne,NE,Grésivaudan ,45.28252,6.074538,45-50°/200m et 38-40°/350m,RAS
17 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,T,Tinée ,44.18351,7.162377,"35°, court passage à 40°",Rien de bien extraordinaire ou à souligner
17 fevrier 2019 ,Belledonne,N,Grésivaudan ,45.1870,5.8994,"40°/150 m et plus raide sur 20m à l'entrée, 35°/200m ",Rien ce jour
17 fevrier 2019 ,Devoluy,E,Devoluy ,44.7203,05.8807,35°,RAS
17 fevrier 2019 ,Ecrins,N,Oisans ,45.03162,6.01896,40°/200m,Rien de récent ni de remarquable.
17 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,S,Bas Valais - Chablais Vaudois ,46.0822,06.9740,>40°/450,"RAS, de belles plaques de fond des jours précédents"
17 fevrier 2019 ,Ecrins,N,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,passages à 40°,ras
17 fevrier 2019 ,Alpes Grées N,T,Tarentaise ,45.60083,6.88833,<=40°,RAS
17 fevrier 2019 ,Belledonne,NE,Oisans ,45.13065,6.01986,"45° sur les 200 derniers mètres, passages >45°",ras.
17 fevrier 2019 ,Haut Giffre - Aiguilles Rouges,SE,Vallée de l'Arve ,45.9059,06.7908,35 max,ras
17 fevrier 2019 ,Taillefer - Matheysine,NE,Matheysine et périphériques ,45.0101,05.8865,30-35° dans la combe,rien ce jour.
17 fevrier 2019 ,Vercors,E,Buech ,44.65917,5.69222,30° maxi,RAS
17 fevrier 2019 ,Belledonne,W,Grésivaudan ,45.23947,5.95131,"40° sur 50m, 35°/250m","RAS, des coulées de fond ancienne gelée le matin, et ca botte mais pas trop à la descente"
17 fevrier 2019 ,Bornes - Aravis,W,Val d'Arly ,45.8794,06.5246,30° max,RAS
17 fevrier 2019 ,Beaufortain,T,Beaufortain ,45.7577,06.6128,35° maxi,rien vu ce jour. Aucunes anciennes coulées. Il y a de grosses quantités de neige parfois soufflée près des cols et sommets
17 fevrier 2019 ,Beaufortain,NE,Beaufortain ,45.66282,6.551198,passages à 35°,RAS sur itinéraire
17 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.35508,5.78776,35°/100m,RAS
17 fevrier 2019 ,Bauges,N,Bauges ,45.63847,6.19243,Passages à 40°,RAS sur l'itinéraire
17 fevrier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi, rien de récent
17 fevrier 2019 ,Belledonne,N,Grésivaudan ,45.2620,6.0481,35° sur 200m,RAS mais bcp de vent aujourd'hui
17 fevrier 2019 ,Belledonne,W,Grésivaudan ,45.20165,5.917875,50°,ras
17 fevrier 2019 ,Belledonne,NE,Maurienne ,45.31620,6.25053,40° sur 200 m passage à 45°,"Ras, rien vu en versant sud"
17 fevrier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,E,Ubaye ,44.46439,6.72288,30°max,ras.................................................
17 fevrier 2019 ,Belledonne,N,Maurienne ,45.31620,6.25053,45° puis 40°,ras
17 fevrier 2019 ,Chablais - Faucigny,W,Faucigny ,46.0992,06.4383,30°max,"RAS mais attention en redescendant sur le petit môle, pente à 30 degrés et expo plein Sud."
17 fevrier 2019 ,Ecrins,W,Champsaur ,44.6937,06.3706,45-50°/250m,Rien observé
17 fevrier 2019 ,Bornes - Aravis,NW,Borne-Fier ,46.0018,06.5408,35° max,RAS
17 fevrier 2019 ,Mercantour - Alpes Maritimes Italiennes,SE,Tinée ,44.18351,7.162377,40°/45° sur 100m pour le final,rien a signaler grand beau encore aujourd'hui !!
17 fevrier 2019 ,Lauzière - Cheval Noir,N,Maurienne ,45.5387,06.3727,35-40 court,"bonne stabilité , rien observé de particulier"
17 fevrier 2019 ,Mont Blanc,N,Vallée de l'Arve ,45.8791,6.8870,30°,rien
17 fevrier 2019 ,Devoluy,S,Devoluy ,44.6390,05.8476,30° maxi,ras
17 fevrier 2019 ,Devoluy,W,Devoluy ,44.6042,06.0222,faible,RAS
16 fevrier 2019 ,Mont Blanc,N,Vallée de l'Arve ,45.8231,06.7351,450m à 40° (45°court),RAS
16 fevrier 2019 ,Chablais - Faucigny,NW,Chablais ,46.2093,06.5761,45° sur 30m puis 40° soutenus sur le reste du couloir (250m),RAS
16 fevrier 2019 ,Luchon - Posets - Maladeta,N,,42.78964,0.44529,35°/150 m,"RAS, anciennes purges"
16 fevrier 2019 ,Ecrins,SE,Champsaur ,44.6867,06.2338,35° maxi,RAS
16 fevrier 2019 ,Massif Central,T,,45.21604,4.481494,Passages à 30-35°C forêts denses,RAS!
16 fevrier 2019 ,Cerces - Thabor - Mont Cenis,SE,"Haute Durance, Briançonnais ",45.0430,06.4254,25° max 30° sous le sommet,RAS
16 fevrier 2019 ,Chartreuse,E,Chartreuse ,45.4093,5.8308,"40° sur 400m, pass à 45°",RAS
16 fevrier 2019 ,Vercors,SE,Trièves Dévoluy ,44.8596,05.5588,45°/150m,"Ras, Neige dure le matin et moquette vers 11H."
16 fevrier 2019 ,Queyras - Alpes Cozie N,NW,Queyras ,44.65054,6.79287,35° maxi,"RAS le jour même, quelques coulées de neige humide dans les pentes raides exposés toutes orientations Sud"
16 fevrier 2019 ,Vanoise,NW,Tarentaise ,45.3746,06.7178,30 ° sur 100 m,Rien de récent
16 fevrier 2019 ,Mont-Perdu - Gavarnie - Bigorre,S,,42.9623,0.08922,30°/100m,RAS
16 fevrier 2019 ,Chartreuse,T,Chartreuse ,45.33112,5.84682,35° (courts passages 40°),Nada
16 fevrier 2019 ,Grandes Rousses - Arves,T,Oisans ,45.0583,06.3162, 40°/100m,RAS
16 fevrier 2019 ,Grandes Rousses - Arves,T,Oisans ,45.0517,06.3078,passages 30-35°,RAS
16 fevrier 2019 ,Devoluy,N,Devoluy ,44.6656,05.9468,35°,RAS
16 fevrier 2019 ,Devoluy,S,Devoluy ,44.69833,5.94833,35° sur 250m,RAS
16 fevrier 2019 ,Massif Central,T,,45.08953,2.737462,"37°/150m, max 40°",néant
16 fevrier 2019 ,Jura,SE,,46.24784,5.957915,25°,RAS
16 fevrier 2019 ,Mont Blanc,NE,Vallée de l'Arve ,45.8791,6.8870,30-35° à la descente,ras
16 fevrier 2019 ,Belledonne,N,Oisans ,45.13065,6.01986,45°/200m 40°/500m,ras
16 fevrier 2019 ,Belledonne,NW,Grésivaudan ,45.2620,6.0481,"40° sur 200m, 45° court","Rien à signaler pour nous, même si le vent à travaillé cette neige et nécessite vigilance. Un groupe fera demi tour 100m sous le sommet car il y avait de la neige roulée sous une croute, nous avons décidé de tenter le sommet en respectant des distances de sécurité et on a très rapidement trouvé à nouveau des couches de neiges dures avec une apparente cohérence."
